pita	O
suara	O
untuk	O
penderita	O
stroke	B-DGN
supaya	O
bisa	O
bicara	O
lagi	O
?	O
Halo	O
dokter	O
.	O
.	O
.	O
apa	O
bisa	O
operasi	O
pita	O
suara	O
untuk	O
penderita	O
stroke	B-DGN
supaya	O
bisa	O
bicara	O
lagi	O

Terapi	O
rehabilitasi	O
pasca	O
stroke	B-DGN
Alodokter	O
.	O
.	O
saya	O
Esthi	O
mau	O
konsul	O
untuk	O
ayah	O
pasca	O
mengalami	O
gejala	O
stroke	B-DGN
trombotic	I-DGN
(	O
penyumbatan	B-DGN
pada	I-DGN
otak	I-DGN
)	O
di	O
sebelah	O
kanan	O
.	O
Dok	O
.	O
.	O
saat	O
ini	O
kondisi	O
.	O
.	O
.	O

Konsumsi	O
obat	O
pengencer	O
darah	O
pada	O
pasien	O
riwayat	O
stroke	O
hemoragik	O
Hallo	O
Dokter	O
,	O
saya	O
ingin	O
bertanya	O
apakah	O
pasien	O
dengan	O
riwayat	O
stroke	B-DGN
hemoragik	I-DGN
boleh	O
menkonsumsi	O
obat	O
pengencerdarah	O
untuk	O
mencegah	O
terjadinya	O
stroke	B-DGN
berulang	I-DGN
?	O

Obat	O
yang	O
perlu	O
dikonsumsi	O
oleh	O
penderita	O
stroke	B-DGN
halo	O
dok	O
mau	O
tanya	O
,	O
mertua	O
saya	O
stroke	B-DGN
dari	O
awal	O
di	O
kasih	O
obat	O
piracetam	O
,	O
lapibal	O
,	O
kalnex	O
,	O
amlodipin	O
.	O
&amp	O
;	O
sekarang	O
kondisi	O
sudah	O
bisa	O
mulai	O
latihan	O
jalan	O
.	O
apakah	O
sekarang	O
masih	O
perlu	O
untuk	O
.	O
.	O
.	O

Terkena	O
serangan	B-DGN
stroke	I-DGN
meskipun	O
tensi	O
tidak	O
tinggi	O
saya	O
saat	O
ini	O
sedang	O
diet	O
rendah	O
garam	O
,	O
minum	O
obat	O
antihipertensi	O
amlodipine	O
10	O
mg	O
,	O
tidak	O
minum	O
atau	O
makanan	O
manis	O
sangat	O
saya	O
batasi	O
,	O
untuk	O
.	O
.	O
.	O

Penanganan	O
koma	O
pada	O
pasien	O
stroke	B-DGN
ringan	I-DGN
Halo	O
dok	O
penyebab	O
seseorang	O
koma	O
karena	O
stroke	B-DGN
ringan	I-DGN
itu	O
apa	O
.	O
.	O
?	O
,	O
Dan	O
tindakan	O
yg	O
harus	O
dilakukan	O
agar	O
pasien	O
sadar	O
kembali	O
gimana	O
dok	O
.	O
.	O
.	O
.	O
?	O

penyumbatan	O
pembuluh	O
darah	O
dengan	O
masuk	O
angin	O
Apakah	O
ada	O
hubungan	O
antara	O
penyumbatan	B-DGN
pembuluh	I-DGN
darah	I-DGN
dengan	O
masuk	O
angin	O
?	O

Mengenai	O
makanan	O
dan	O
bahan	O
makanan	O
yang	O
aman	O
untuk	O
penderita	O
stroke	B-DGN
ringan	I-DGN
Assalamualaikum	O
dokter	O
.	O
Saya	O
ingin	O
bertanya	O
dok	O
.	O
Apakah	O
aman	O
bubur	O
beras	O
merah	O
santannya	O
di	O
ganti	O
dengan	O
susu	O
di	O
tambahkan	O
gulaDan	O
membuat	O
sup	O
juga	O
.	O
.	O
.	O

Terapi	O
untuk	O
penderita	O
penyumbatan	B-DGN
pembuluh	I-DGN
darah	I-DGN
otak	I-DGN
dok	O
saya	O
mau	O
tanya	O
ada	O
ga	O
ya	O
dok	O
obat	O
sejenis	O
clopidogrel	O
yg	O
efek	O
sampingnya	O
lebih	O
kecil	O
,	O
karna	O
mama	O
saya	O
baru	O
terkena	O
penyakit	O
.	O
.	O
.	O

penyebab	O
stroke	O
dan	O
perbedaan	O
stroke	O
berat	O
dan	O
ringan	O
Apa	O
saja	O
penyebab	O
stroke	B-DGN
?	O
Benarkah	O
stress	O
/	O
depresi	O
dpt	O
menyebabkan	O
stroke	B-DGN
?	O
Tlg	O
jelaskan	O
perbedaan	O
stroke	B-DGN
berat	I-DGN
dan	O
ringan	O
.	O

Pengobatan	O
penyakit	O
stroke	B-DGN
pada	O
lansia	O
Saya	O
mau	O
tanya	O
dok	O
.	O
Kakek	O
saya	O
sudah	O
kedua	O
kalinya	O
post	O
stroke	B-DGN
.	O
Kira	O
-	O
kira	O
,	O
kakek	O
saya	O
boleh	O
tidak	O
mengkonsumsi	O
obat	O
encephabol	O
untuk	O
memulihkan	O
daya	O
.	O
.	O
.	O

Stroke	B-DGN
ringan	I-DGN
pada	O
tubuh	O
sebelah	O
kanan	O
,	O
apakah	O
bisa	O
sembuh	O
?	O
Dok	O
,	O
kakak	O
saya	O
mengalami	O
stroke	B-DGN
ringan	I-DGN
pada	O
tubuh	O
sebelah	O
kanannya	O
.	O
Kakak	O
saya	O
tidak	O
memiliki	O
riwayat	O
penyakit	O
apapun	O
.	O
Apakah	O
kakak	O
saya	O
bisa	O
sembuh	O
.	O
.	O
.	O

Apakah	O
setelah	O
mengalami	O
serangan	O
stroke	B-DGN
kedua	O
bisa	O
kembali	O
pulih	O
?	O
Saya	O
mau	O
bertanya	O
dok	O
apakah	O
setelah	O
stroke	B-DGN
kedua	O
bisa	O
kembali	O
pulih	O
berjalan	O
dll	O
yaa	O
dok	O
?	O
terima	O
kasih	O

Dampak	O
Penyakit	O
Stroke	B-DGN
Dan	O
Cara	O
Perawatannya	O
Selamat	O
pagi	O
dok	O
,	O
saya	O
ingin	O
bertanya	O
tentang	O
beberapa	O
hal	O
mengenai	O
stroke	B-DGN
.	O
Â 	O
1	O
.	O
Apakah	O
dampak	O
yang	O
diakibatkan	O
oleh	O
stroke	B-DGN
iskemik	I-DGN
dan	O
stroke	O
.	O
.	O
.	O

Pertolongan	O
pertama	O
untuk	O
penderita	O
stroke	B-DGN
Dok	O
apa	O
benar	O
pertolongan	O
pertama	O
orang	O
terkena	O
stroke	B-DGN
bisa	O
dengan	O
cara	O
seperti	O
itu	O
?	O

Apakah	O
wajar	O
piracetam	O
diberikan	O
pada	O
penderita	O
stroke	B-DGN
?	O
Dok	O
saya	O
mau	O
tanya1	O
.	O
Piracetam	O
apakah	O
wajar	O
diberikan	O
kepada	O
pederita	O
gejala	O
stroke	B-DGN
?	O
2	O
.	O
Setelah	O
minum	O
obat	O
dr	O
dokter	O
umum	O
:	O
amlodipin	O
,	O
piracetam	O
&amp	O
;	O
vit	O
.	O
.	O
.	O

Multivitamin	O
untuk	O
penderita	O
stroke	B-DGN
dok	O
bolehkah	O
orang	O
yang	O
terkena	O
stroke	B-DGN
meminum	O
multivitamin	O
sepeerti	O
theragran	O
M	O

Pembuluh	B-DGN
darah	I-DGN
di	I-DGN
otak	I-DGN
pecah	I-DGN
,	O
haruskah	O
di	O
operasi	O
?	O
Assalamualaikum	O
.	O
Dok	O
nama	O
saya	O
taty	O
.	O
Saya	O
mau	O
tanya	O
pembulu	B-DGN
darah	I-DGN
ayah	I-DGN
saya	I-DGN
pecah	I-DGN
dibagian	I-DGN
otak	I-DGN
.	O
Pertama	O
dibawa	O
kedokter	O
dirawat	O
.	O
.	O
.	O

Stroke	B-DGN
pada	O
bagian	O
tubuh	O
sebelah	O
kiri	O
Bagaimana	O
cara	O
menyembuhkan	O
penyakit	O
struk	B-DGN
dikepala	I-DGN
sebelah	O
kiri	O
,	O
terimakasih	O

Mengatasi	O
penyumbatan	B-DGN
pembuluh	I-DGN
darah	I-DGN
dengan	O
sinar	O
laser	O
Dok	O
,	O
saya	O
mau	O
bertanya	O
mengenai	O
produk	O
DRLASER	O
.	O
Produknya	O
seperti	O
jam	O
tangan	O
yang	O
fungsinya	O
ktanya	O
sebagai	O
alat	O
terapi	O
sperti	O
penyumbatan	B-DGN
pembuluh	I-DGN
darah	I-DGN
dgn	O
.	O
.	O
.	O

Penanganan	O
penyakit	O
stroke	B-DGN
siang	O
dokter	O
,	O
mohon	O
info	O
,	O
ayah	O
saya	O
terkena	O
serangan	B-DGN
stroke	I-DGN
,	O
ini	O
yang	O
kedua	O
kalinya	O
,	O
after	O
cityscan	O
,	O
ada	O
pecah	B-DGN
pembuluh	I-DGN
darah	I-DGN
di	I-DGN
otak	I-DGN
.	O
.	O
apakah	O
diperlukan	O
.	O
.	O
.	O

Apakah	O
minuman	O
fermentasi	O
dari	O
nanas	O
boleh	O
dikonsumsi	O
penderita	O
stroke	B-DGN
?	O
Pagi	O
dokter	O
.	O
.	O
.	O
Apakah	O
minuman	O
fermentasi	O
dari	O
nanas	O
tapache	O
meksiko	O
boleh	O
buat	O
penderita	O
stroke	B-DGN
?	O
Karena	O
buah	O
nanas	O
dilarang	O
di	O
konsumsi	O
apakah	O
fermentasi	O
nanasnya	O
juga	O
.	O
.	O
.	O

Pemberian	O
makan	O
untuk	O
pasien	O
pasca	O
stroke	B-DGN
Terapi	O
makan	O
yang	O
dilakukan	O
oleh	O
OT	O
pada	O
pasien	O
post	O
stroke	B-DGN
itu	O
seperti	O
apa	O
dok	O
?	O

penggumpalan	O
darah	O
akibat	O
migrain	O
Selamat	O
malam	O
dok	O
saya	O
mau	O
tanya	O
apakah	O
migrain	O
bisa	O
menyebabkan	O
penggumpalan	B-DGN
darah	I-DGN
diotak	I-DGN
?	O

Mengenai	O
terapi	O
cuci	O
otak	O
untuk	O
mengobati	O
stroke	B-DGN
Malam	O
dok	O
,	O
sy	O
bnyk	O
membaca	O
cara	O
pengobatan	O
cuci	O
otak	O
oleh	O
dokter	O
Terawan	O
.	O
Apakah	O
itu	O
betul	O
?	O
?	O
,	O
,	O
,	O
dan	O
apakah	O
masih	O
bisa	O
digunakan	O
pada	O
pasien	O
.	O
.	O
.	O

Apakah	O
stroke	B-DGN
berulang	I-DGN
bisa	O
sembuh	O
pasca	O
opname	O
RS	O
halo	O
dok	O
,	O
saya	O
ingin	O
bertanya	O
apakah	O
stroke	B-DGN
ke	I-DGN
2	I-DGN
bisa	O
sembuh	O
pasca	O
opname	O
di	O
rs	O
?	O
saat	O
ini	O
saya	O
sedang	O
rawat	O
jalan	O
dan	O
.	O
.	O
.	O

Pasien	O
stroke	B-DGN
belum	O
sadarkan	O
diri	O
,	O
apakah	O
keadaan	O
bisa	O
membaik	O
?	O
Dok	O
,	O
ini	O
lanjutan	O
pertanyaan	O
yg	O
kemarin	O
,	O
jika	O
pasien	O
yg	O
tidak	O
sadar	O
tersebut	O
sudah	O
dibawa	O
ke	O
igd	O
dan	O
sekarang	O
dipindah	O
ke	O
unit	O
stroke	B-DGN
,	O
.	O
.	O
.	O

Apakah	O
terapi	O
air	O
hangat	O
dapat	O
menyembuhkan	O
stroke	B-DGN
?	O
Dokter	O
,	O
nenek	O
saya	O
pendertia	O
stroke	B-DGN
ringat	I-DGN
,	O
apakah	O
bisa	O
terapi	O
air	O
hangat	O
sembuhkan	O
stroke	B-DGN
dokter	O
?	O

gejala	O
pembuluh	O
darah	O
Gimana	O
gejala	O
penyumbatan	B-DGN
pembuluh	I-DGN
darah	I-DGN
di	I-DGN
otak	I-DGN
itu	O
sendiri	O
dan	O
gimana	O
penyembuhannya	O
.	O
karena	O
sakit	O
yang	O
dirasakan	O
berada	O
kepala	O
bagian	O
belakang	O

Penyakit	O
penyerta	O
yang	O
cukup	O
sering	O
terjadi	O
pada	O
orang	O
yang	O
menderita	O
stroke	B-DGN
Dok	O
,	O
saya	O
mauÂ bertanya	O
apakahÂ penyakit	O
penyerta	O
stroke	B-DGN
yang	O
paling	O
sering	O
terjadi	O
di	O
Indonesia	O
?	O
Mungkin	O
bisa	O
disertakan	O
refernsiÂ terkait	O
,	O
terimakasih	O
.	O

Keamanan	O
suntik	O
vaksin	O
covid	O
-	O
19	O
pada	O
penderita	O
stroke	B-DGN
Nenek	O
saya	O
punya	O
penyakit	O
stroke	B-DGN
ringan	I-DGN
,	O
tapi	O
beliau	O
tetap	O
kekeh	O
untuk	O
vaksin	O
,	O
shg	O
sudah	O
vaksin	O
dosis	O
pertama	O
,	O
bolehkah	O
untuk	O
tidak	O
vaksin	O
dosis	O
.	O
.	O
.	O

Perbedaan	O
pladogrel	O
dan	O
valsartan	O
,	O
serta	O
apakah	O
boleh	O
diminum	O
secara	O
bersamaan	O
?	O
Mohon	O
informasi	O
perbedaan	O
pladogrel	O
dan	O
valsartan	O
80	O
,	O
apakah	O
diminum	O
bersamaan	O
karena	O
kami	O
mendapat	O
obat	O
dari	O
dokter	O
untuk	O
mengobati	O
Stroke	B-DGN
kami	O

apakah	O
penyebab	O
stroke	O
akibat	O
sering	O
makan	O
karbohidrat	O
?	O
Halo	O
dokter	O
.	O
Dokter	O
apakah	O
benar	O
kalau	O
kita	O
sering	O
mengonsumsi	O
karbohidrat	O
dapat	O
menyebabkan	O
stroke	B-DGN
?	O
?	O
?	O
Mhon	O
penjelasannya	O
dok	O
.	O

Pembuluh	B-DGN
darah	I-DGN
di	I-DGN
batang	I-DGN
otak	I-DGN
pecah	I-DGN
Selamat	O
pagi	O
dok	O
.	O
.	O
.	O
Saya	O
mau	O
tanya	O
,	O
apakah	O
orang	O
yang	O
pembuluh	O
darah	O
di	O
batang	O
otak	O
pecah	O
tidak	O
bisa	O
diobati	O
lagi	O
?	O
Paman	O
saya	O
di	O
.	O
.	O
.	O

Cara	O
pencegahan	O
stroke	B-DGN
,	O
kanker	O
dan	O
penyakit	O
lainnya	O
hallo	O
dok	O
,	O
saya	O
mau	O
tanya	O
,	O
akhir	O

Terapi	O
yang	O
paling	O
efeketif	O
untuk	O
penanganan	O
pasca	O
stroke	B-DGN
Dok	O
saya	O
mau	O
bertanya	O
terapi	O
yang	O
paling	O
efeketif	O
untuk	O
penanganan	O
pasca	O
stroke	B-DGN
terutama	O
ditangan	O
dan	O
kaki	O
apa	O
yaa	O
dok	O
?	O
Saya	O
baca	O
ada	O
.	O
.	O
.	O

Apakah	O
ada	O
latihan	O
khusus	O
untuk	O
penderita	O
stroke	B-DGN
ringan	I-DGN
?	O
Dok	O
apakah	O
ada	O
latihan	O
khusus	O
yang	O
dapat	O
diterapkan	O
pada	O
penderita	O
stroke	B-DGN
ringan	I-DGN
?	O
Dan	O
apa	O
saja	O
kiat	O
yang	O
dapat	O
di	O
lakukan	O
agar	O
penderita	O
stroke	B-DGN
.	O
.	O
.	O

Penanganan	O
untuk	O
stroke	B-DGN
yang	O
menjadi	O
kedua	O
sisi	O
tubuh	O
Selamat	O
siang	O
dok	O
,	O
ijin	O
bertanya	O
.	O
ayah	O
saya	O
sakit	O
stroke	B-DGN
sebelah	O
kanan	O
,	O
awalnya	O
sudah	O
bisa	O
jalan	O
pakai	O
alat	O
bantu	O
dan	O
bisa	O
makan	O
bisa	O
.	O
.	O
.	O

Penyebab	O
tekanan	O
darah	O
penderita	O
stroke	B-DGN
tidak	O
bisa	O
turun	O
dengan	O
cepat	O
Dok	O
,	O
saya	O
mau	O
bertanya	O
,	O
Mengapa	O
orang	O
yang	O
mengalami	O
stroke	B-DGN
,	O
tekanan	O
darahnya	O
tidak	O
bisa	O
di	O
turunkan	O
cepat	O
cepat	O
.	O
?	O

Efek	O
samping	O
setelah	O
operasi	O
pembuluh	O
darah	O
pecah	O
Alodokter	O
,	O
saya	O
punya	O
keluarga	O
beliau	O
terjatuh	O
dari	O
kamar	O
mandi	O
dia	O
sakit	O
stroke	B-DGN
.	O
dan	O
sudah	O
menjalani	O
operasi	O
.	O
saya	O
mau	O
menanyakan	O
efek	O
samping	O
setelah	O
.	O
.	O
.	O

Apakah	O
penderita	O
stroke	B-DGN
yang	O
positif	O
Covid	O
bisa	O
sembuh	O
?	O
Dok	O
,	O
kalau	O
stroke	B-DGN
dan	O
positif	O
corona	O
bisa	O
sembuh	O
dok	O
?	O
?	O

pengobatan	O
dan	O
makanan	O
yang	O
tepat	O
untuk	O
penderita	O
stroke	B-DGN
Selamat	O
Pagi	O
Dok	O
,	O
Â 	O
saya	O
ingin	O
menanyakan	O
perihal	O
kondisi	O
yang	O
saat	O
ini	O
diderita	O
oleh	O
kakak	O
ipar	O
saya	O
.	O
Dokter	O
beberapa	O
hari	O
yang	O
lalu	O
menyatakanÂ 	O
.	O
.	O
.	O

Pengobatan	O
untuk	O
penyakit	O
stroke	B-DGN
Pengobatan	O
apa	O
yang	O
harus	O
dilakukan	O
ketika	O
pasien	O
mengalami	O
stroke	B-DGN
batang	I-DGN
otak	I-DGN
?	O

Hasil	O
pemeriksaan	O
CT	O
scan	O
dan	O
penyebab	O
iskemik	B-DGN
Dok	O
,	O
saya	O
pernah	O
ct	O
scan	O
dan	O
hasilnya	O
relatif	O
tegas	O
di	O
parasela	O
kanan	O
,	O
iskemik	B-DGN
.	O
.	O
.	O
Maksud	O
iskemik	B-DGN
di	O
parasela	O
kanan	O
itu	O
apa	O
ya	O
dok	O
.	O
.	O
.	O
?	O
Penyebab	O
.	O
.	O
.	O

Penyebab	O
serangan	O
stroke	B-DGN
Dok	O
,	O
saya	O
mau	O
bertanya	O
mengapa	O
salah	O
satu	O
penyebab	O
stroke	B-DGN
adalah	O
pola	O
makan	O
yang	O
tidak	O
teratur	O
?	O

Melakukan	O
pemijatan	O
untuk	O
penderita	O
stroke	B-DGN
Gini	O
dok	O
.	O
Nenek	O
saya	O
terkena	O
struk	B-DGN
sebagian	O
sebelah	O
kanan	O
.	O
Apakah	O
saat	O
seseorang	O
kena	O
struk	B-DGN
dipijit	O
mereka	O
dapat	O
merasakan	O
sakit	O
?	O
Dan	O
.	O
.	O
.	O

pengobatan	O
untuk	O
penderita	O
stroke	B-DGN
Dok	O
,	O
sy	O
mau	O
nanya	O
,	O
fisioterapi	O
untuk	O
penyakit	O
stroke	B-DGN
d	O
lakukan	O
ketika	O
kondisi	O
stabil	O
,	O
yg	O
d	O
maksud	O
stabil	O
itu	O
seperti	O
apa	O
,	O
soalnya	O
ayah	O
.	O
.	O
.	O

Jenis	O
dan	O
tanda	O
gejala	O
pada	O
stroke	B-DGN
Kriteria	O
pembagian	O
ukuran	O
untuk	O
Penyakit	O
stroke	B-DGN
di	O
golongan	O
kecil	O
,	O
Menengah	O
dan	O
berat	O
,	O
dokter	O
.	O
.	O
?	O
?	O
!	O
?	O
Terimakasih	O
.	O

Perawatan	O
untuk	O
penderita	O
stroke	B-DGN
siang	O
dokter	O
.	O
saudara	O
saya	O
terkena	O
struk	B-DGN
sebagian	O
anggota	O
tubuh	B-SYM
kaku	I-SYM
.	O
nafas	O
terlihat	O
sesak	B-SYM
di	O
tenggorokan	O
seperti	O
banyak	B-SYM
dahak	I-SYM
yang	I-SYM
menumpuk	I-SYM
.	O
apakah	O
ada	O
.	O
.	O
.	O

Cara	O
mengatasi	O
gejala	O
stroke	B-DGN
ringan	I-DGN
Selamat	O
malam	O
dok	O
,	O
mohon	O
ijin	O
untuk	O
mengajukan	O
pertanyaan	O
.	O
Ibu	O
mertua	O
saya	O
mengalami	O
gejala	O
stroke	B-DGN
ringan	I-DGN
seperti	O
sulit	B-SYM
berbicara	I-SYM
,	O
badan	O
bagian	O
sebelah	O
kiri	O
.	O
.	O
.	O

Pengobatan	O
untuk	O
Pembuluh	O
Darah	O
Otak	O
yang	O
Pecah	O
Asalammualaikum	O
dokter	O
,	O
bapak	O
saya	O
dalam	O
keadaan	O
koma	B-SYM
karena	O
pecah	B-DGN
pembuluh	I-DGN
darah	I-DGN
di	I-DGN
otak	I-DGN
dan	O
sudah	O
menyebar	O
,	O
karena	O
kondisi	O
sudah	O
3	O
/	O
15	O
,	O
dokter	O
mengatakan	O
.	O
.	O
.	O

Mengatasi	O
kebas	B-SYM
atau	O
kesemutan	B-SYM
pada	O
penderita	O
stroke	B-DGN
malam	O
dok	O
,	O
apakah	O
aman	O
ngasih	O
obat	O
neurodex	O
/	O
neurobion	O
.	O
Pada	O
pasien	O
stroke	B-DGN
?	O
Untuk	O
menghilangkan	O
kebas	B-SYM
/	O
kesemutan	B-SYM

Apakah	O
sering	B-SYM
kesemutan	I-SYM
itu	O
gejala	O
stroke	B-DGN
?	O
halo	O
dok	O
,	O
mau	O
tanya	O
apakah	O
sering	O
kesemutan	O
itu	O
termasuk	O
gejala	O
stroke	O
?	O
mengingat	O
ada	O
faktor	O
keturunan	O
juga	O
dari	O
keluarga	O
,	O
padahal	O
contoh	O
.	O
.	O
.	O

Apakah	O
stroke	B-DGN
dapat	O
membuat	O
tuli	B-SYM
sebelah	I-SYM
?	O
Dok	O
,	O
stlh	O
dri	O
doktr	O
tht	O
,	O
saya	O
bw	O
ibu	O
sya	O
ke	O
dokter	O
bgian	O
saraf	O
dan	O
dokter	O
itu	O
menytkn	O
ibu	O
sy	O
gjla	O
stroke	B-DGN
,	O
dan	O
krn	O
.	O
.	O
.	O

Sulit	B-SYM
berbicara	I-SYM
dan	O
sakit	B-SYM
saat	I-SYM
menelan	I-SYM
pada	O
penderita	O
stroke	B-DGN
ringan	I-DGN
Dok	O
,	O
saya	O
mau	O
nanya	O
.	O
ibu	O
saya	O
menderita	O
stuk	B-DGN
ringan	I-DGN
dan	O
sangat	O
kesulitnan	B-SYM
untuk	I-SYM
berbicara	I-SYM
sama	O
sakit	B-SYM
saat	I-SYM
menelan	I-SYM
makanan	O
.	O
apakah	O
ada	O
obatnya	O
?	O
.	O
.	O
.	O

sakit	B-SYM
kepala	I-SYM
hingga	O
ke	O
bagian	O
leher	O
Gmn	O
ni	O
dok	O
.	O
.	O
.	O
sy	O
selalu	O
sakit	B-SYM
leher	I-SYM
trus	O
d	O
.	O
kpl	O
sy	O
apk	O
itu	O
gejal	O
penyakit	O
struk	B-DGN
dok	O
.	O
.	O
mhon	O
d	O
.	O
beri	O
solusi	O
dn	O
jwbn	O
nya	O
dok	O

Apa	O
manfaat	O
terapi	O
ikan	O
bagi	O
penyembuhan	O
penyakit	O
stroke	B-DGN
?	O
Selamat	O
sore	O
dok	O
.	O
Ibu	O
saya	O
punya	O
penyakit	O
stroke	B-DGN
.	O
Kaki	O
sebelah	O
kanannya	O
tidak	B-SYM
bisa	I-SYM
digerakkan	I-SYM
dok	O
.	O
Tetangga	O
saya	O
ada	O
yg	O
menyarankan	O
untuk	O
terapi	O
.	O
.	O
.	O

Apakah	O
tangan	O
dan	O
kaki	O
kiri	O
yang	O
tidak	B-SYM
bisa	I-SYM
digerakkan	I-SYM
merupakan	O
gejala	O
stroke	B-DGN
?	O
Pagi	O
dok	O
.	O
.	O
jdi	O
gini	O
suami	O
saya	O
tangan	O
kiri	O
dan	O
kaki	O
kiri	O
tidak	B-SYM
bisa	I-SYM
digerakkan	I-SYM
dengan	O
baik	O
apakah	O
ini	O
gejala	O
stroke	B-DGN
?	O
Saya	O
.	O
.	O
.	O

Stroke	B-DGN
yang	O
berdampak	O
pada	O
dimensia	B-SYM
Hallo	O
Dok	O
,	O
Ijin	O
bertanya	O
.	O
.	O
.	O
.	O
.	O
Salah	O
satu	O
kejadian	O
dimana	O
seseorang	O
mengalami	O
serangan	O
stroke	B-DGN
ringan	I-DGN
.	O
Namun	O
mengganggu	O
fungsi	O
sistem	O
saraf	O
dimana	O
setelah	O
diketahui	O
adalah	O
.	O
.	O
.	O

Penanganan	O
gatal	B-SYM
setelah	O
konsumsi	O
daging	O
pada	O
penderita	O
stroke	B-DGN
Bapak	O
saya	O
terkena	O
struk	B-DGN
ringan	I-DGN
,	O
tapi	O
beliau	O
tidak	O
mau	O
makan	O
daging	O
(	O
smua	O
jenis	O
daging	O
)	O
,	O
karena	O
beliau	O
setelah	O
makan	O
daging	O
,	O
beliau	O
merasa	O
.	O
.	O
.	O

Penanganan	O
disfagia	B-SYM
secara	O
mandiri	O
pada	O
pasien	O
stroke	B-DGN
Dok	O
,	O
nenek	O
saya	O
kena	O
stroke	B-DGN
terus	O
sulit	B-SYM
menelan	I-SYM
makan	B-SYM
minum	I-SYM
juga	I-SYM
sedikit	I-SYM
kadang	O
tidak	O
mau	O
,	O
lalu	O
apakah	O
yang	O
harus	O
dilakukan	O
apakah	O
harus	O
.	O
.	O
.	O

Pengobatan	O
stroke	B-DGN
pada	O
satu	O
sisi	O
tubuh	O
Siang	O
dok	O
.	O
.	O
Saya	O
ingin	O
bertanya	O
bgmna	O
cara	O
pengobatan	O
jka	O
terjadi	O
gejala	O
stroke	B-DGN
seperti	O
kesemutan	B-SYM
1	O
sisi	O
tubuh	O
,	O
pipi	B-SYM
seperti	I-SYM
ngemut	I-SYM
permen	I-SYM
,	O
kaki	O
.	O
.	O
.	O

Kaki	B-SYM
terasa	I-SYM
berat	I-SYM
pada	O
penderita	O
stroke	B-DGN
Halo	O
dok	O
,	O
papa	O
saya	O
adalah	O
penderita	O
stroke	B-DGN
iskemik	I-DGN
.	O
Kemarin	O
dan	O
hari	O
ini	O
papa	O
saya	O
mengeluhkan	O
kakinya	O
terasa	B-SYM
berat	I-SYM
dok	O
.	O
Gimn	O
caranya	O
mengatasi	O
.	O
.	O
.	O

Penyebab	O
kondisi	B-SYM
memburuk	I-SYM
setelah	O
operasi	O
pecah	O
pembuluh	O
darah	O
di	O
otak	O
Dok	O
saya	O
mau	O
nanya	O
.	O
.	O
Jika	O
seseorg	O
mengalami	O
pembuluh	B-DGN
darah	I-DGN
pecah	I-DGN
d	I-DGN
otak	I-DGN
dan	O
lgsg	O
d	O
operasi	O
pada	O
saat	O
itu	O
juga	O
dan	O
d	O
nyatakan	O
.	O
.	O
.	O

Perbedaan	O
kram	B-SYM
otot	I-SYM
dan	O
stroke	B-DGN
ringan	I-DGN
Dok	O
.	O
.	O
mohon	O
penjelasannya	O
mengenai	O
kram	O
otot	O
dan	O
stroke	O
ringan	O
?	O

Penanganan	O
kejadian	O
stroke	B-DGN
akibat	O
hubungan	O
seksual	O
bu	O
dokter	O
yang	O
baik	O
,	O
.	O
.	O
.	O
.	O
saya	O
sroke	B-DGN
homerragic	I-DGN
2	O
.	O
1	O
ml	O
.	O
.	O
.	O
.	O
saya	O
lumpuh	B-SYM
bagian	O
kanan	O
.	O
.	O
.	O
saya	O
sudah	O
mulai	O
berjalan	O
walau	O
tertatih	B-SYM
.	O
.	O
penyebab	O
stroke	B-DGN
saya	O
aneh	O
.	O
.	O
.	O

Komplikasi	O
dari	O
stroke	B-DGN
dan	O
sakit	B-SYM
pinggang	I-SYM
sebelah	I-SYM
kanan	O
Hi	O
dok	O
,	O
selamat	O
siang	O
,	O
sy	O
mau	O
menanyakan	O
beberapa	O
hal	O
:	O
1	O
.	O
Apakah	O
ada	O
penyakit	O
lain	O
dampak	O
dari	O
stroke	B-DGN
?	O
2	O
.	O
Apakah	O
sakit	B-SYM
pinggang	I-SYM
sebelah	I-SYM
kanan	O
merupakan	O
salah	O
.	O
.	O
.	O

Sisi	O
tubuh	O
sebelah	O
kanan	O
terasa	B-SYM
kebas	I-SYM
pada	O
penderita	O
stroke	B-DGN
ringan	I-DGN
Ass	O
wr	O
wb	O
,	O
siang	O
dok	O
.	O
Mau	O
nanya	O
nih	O
,	O
ayah	O
saya	O
kan	O
terkena	O
stroke	B-DGN
ringan	I-DGN
.	O
Semenjak	O
terkena	O
stroke	B-DGN
beliau	O
merasakan	O
sisi	O
sebelah	O
kanan	O
.	O
.	O
.	O

Apakah	O
pembuluh	B-DGN
darah	I-DGN
pecah	I-DGN
dapat	O
menyebabkan	O
kematian	O
?	O
Dokter	O
,	O
tetangga	O
saya	O
dia	O
terpeleset	O
dan	O
tidak	B-SYM
sadarkan	I-SYM
diri	I-SYM
.	O
dan	O
di	O
bawa	O
ke	O
ICU	O
,	O
nggak	O
lama	O
dokternya	O
mengabarkan	O
kalau	O
beliau	O
meninggal	O
akibat	O
.	O
.	O
.	O

Penyebab	O
setengah	O
badan	O
tidak	B-SYM
dapat	I-SYM
digerakkan	I-SYM
dan	O
susah	B-SYM
